Terminal log file
Date: 30.11.2021 - 11:00:59
-----------------------------------------------
Hindenburg 2;49817;226;99050.97;-2.48;0.29;-0.48;0.80;5.44;3.48;1.19;22.64;58.33;-446.37;4.11,
Hindenburg 2;50322;227;99051.95;-2.48;0.32;-0.51;0.84;2.09;6.05;6.56;22.94;58.33;-446.37;4.11,
Hindenburg 2;50828;228;99051.79;-2.48;0.30;-0.57;0.80;-1.40;-4.09;-11.86;22.19;57.58;-445.02;4.11,
Hindenburg 2;51333;229;99048.34;-2.44;0.29;-0.63;0.80;1.54;3.59;-3.50;21.74;58.03;-445.47;4.11,
Hindenburg 2;51839;230;99054.34;-2.44;0.27;-0.80;1.00;-6.12;-1.92;-7.28;22.19;57.58;-445.32;4.11,
Hindenburg 2;52344;231;99054.18;-2.44;0.30;-0.60;0.82;-3.62;2.11;0.20;22.34;58.63;-445.17;4.11,
Hindenburg 2;52850;232;99053.05;-2.44;0.27;-0.60;0.84;1.01;6.44;-2.00;21.74;58.03;-446.67;4.11,
Hindenburg 2;53355;233;99054.83;-2.39;0.31;-0.62;0.82;5.16;3.59;0.60;21.74;58.33;-445.47;4.11,
Hindenburg 2;53861;234;99053.69;-2.39;0.29;-0.61;0.81;-0.95;1.82;4.38;22.19;57.28;-446.82;4.11,
Hindenburg 2;54366;235;99055.03;-2.34;0.29;-0.60;0.82;-1.15;3.97;9.56;22.04;57.73;-444.87;4.11,
Hindenburg 2;54871;236;99052.56;-2.39;0.29;-0.60;0.82;0.26;4.67;3.18;22.64;57.73;-445.17;4.11,
Hindenburg 2;55377;237;99053.37;-2.39;0.29;-0.60;0.82;-2.41;2.11;0.69;21.14;58.63;-445.47;4.11,
Hindenburg 2;55882;238;99053.86;-2.44;0.29;-0.60;0.81;4.05;-0.55;0.20;21.29;58.18;-446.22;4.11,
Hindenburg 2;56388;239;99054.51;-2.34;0.29;-0.60;0.82;2.11;-0.26;0.20;22.34;58.03;-444.27;4.11,
Hindenburg 2;56893;240;99049.80;-2.39;0.29;-0.60;0.82;-1.50;0.05;-5.19;22.64;58.63;-446.07;4.11,
Hindenburg 2;57399;241;99052.92;-2.34;0.29;-0.60;0.82;-3.37;-2.05;1.19;21.59;57.28;-447.12;4.11,
Hindenburg 2;57904;242;99052.27;-2.39;0.29;-0.60;0.82;2.00;3.79;-0.41;22.04;58.33;-446.67;4.11,
Hindenburg 2;58410;243;99049.96;-2.34;0.30;-0.60;0.82;-1.68;1.22;-0.61;22.49;57.88;-445.92;4.11,
Hindenburg 2;58915;244;99052.44;-2.34;0.29;-0.60;0.82;-0.47;5.74;0.40;22.64;57.73;-444.87;4.11,
Hindenburg 2;59421;245;99054.70;-2.34;0.30;-0.60;0.81;1.56;13.13;7.66;21.59;57.88;-446.22;4.11,
Hindenburg 2;59926;246;99053.05;-2.34;0.29;-0.60;0.81;0.92;3.68;4.38;22.34;57.73;-445.77;4.11,
Hindenburg 2;60431;247;99052.11;-2.34;0.29;-0.60;0.82;-3.25;3.08;2.89;22.49;58.18;-446.22;4.11,
Hindenburg 2;60937;248;99052.43;-2.39;0.29;-0.61;0.82;1.19;0.43;3.28;21.74;57.73;-445.47;4.11,
Hindenburg 2;61442;249;99050.97;-2.39;0.29;-0.59;0.82;2.46;0.61;-1.60;22.79;57.58;-445.62;4.11,
Hindenburg 2;61948;250;99053.37;-2.34;0.29;-0.60;0.82;-0.84;-1.34;-6.69;20.84;57.43;-444.87;4.11,
Hindenburg 2;62453;251;99054.99;-2.44;0.29;-0.60;0.81;3.40;5.25;-5.69;22.19;58.18;-445.02;4.11,
Hindenburg 2;62959;252;99051.10;-2.39;0.29;-0.60;0.81;-0.58;2.70;-3.89;21.74;58.63;-445.77;4.11,
Hindenburg 2;63464;253;99050.77;-2.44;0.29;-0.61;0.81;-0.85;0.73;1.98;21.89;57.58;-446.52;4.11,
Hindenburg 2;63970;254;99050.29;-2.48;0.29;-0.60;0.82;0.99;6.63;-0.31;21.59;58.18;-446.22;4.11,
Hindenburg 2;64475;255;99054.18;-2.48;0.29;-0.60;0.82;-2.41;2.79;-4.60;22.34;58.33;-444.87;4.11,
Hindenburg 2;64980;256;99054.18;-2.48;0.29;-0.60;0.82;-0.76;3.68;5.68;22.64;58.03;-444.87;4.11,
Hindenburg 2;65486;257;99054.18;-2.48;0.30;-0.61;0.82;0.35;4.27;3.68;22.49;58.78;-445.92;4.11,
Hindenburg 2;455;258;99051.75;-2.53;0.29;-0.60;0.82;-3.89;1.22;4.47;22.19;57.28;-445.02;4.11,
Hindenburg 2;961;259;99054.99;-2.58;0.29;-0.60;0.83;-1.68;2.60;0.69;22.64;57.13;-445.17;4.11,
Hindenburg 2;1466;260;99054.83;-2.58;0.29;-0.60;0.82;3.39;4.27;1.08;22.04;57.73;-444.87;4.11,
Hindenburg 2;1972;261;99051.71;-2.62;0.30;-0.60;0.82;4.43;2.02;-8.08;22.04;58.03;-444.27;4.11,
Hindenburg 2;2477;262;99051.26;-2.62;0.29;-0.60;0.82;-0.47;1.02;-7.98;22.49;57.28;-445.02;4.11,
Hindenburg 2;2983;263;99053.69;-2.62;0.29;-0.60;0.81;-0.47;1.22;-2.00;21.59;58.78;-445.32;4.11,
Hindenburg 2;3488;264;99053.53;-2.62;0.29;-0.60;0.82;0.06;0.14;-2.31;22.79;59.08;-445.92;4.11,
Hindenburg 2;3994;265;99053.89;-2.67;0.29;-0.60;0.82;1.73;3.59;7.37;22.19;58.78;-444.72;4.11,
Hindenburg 2;4499;266;99053.04;-2.67;0.30;-0.60;0.82;-0.49;2.99;5.68;20.99;57.58;-445.32;4.11,
Hindenburg 2;5004;267;99050.29;-2.77;0.29;-0.60;0.82;-3.47;5.24;7.57;21.59;57.88;-445.92;4.11,
Hindenburg 2;5510;268;99052.52;-2.72;0.30;-0.60;0.82;-0.47;0.82;1.48;22.49;57.58;-444.12;4.11,
Hindenburg 2;6015;269;99050.13;-2.72;0.29;-0.60;0.81;3.68;0.34;8.06;21.89;58.48;-444.72;4.11,
Hindenburg 2;6521;270;99053.04;-2.72;0.29;-0.60;0.82;-0.20;-2.81;-6.09;20.69;58.18;-444.72;4.11,
Hindenburg 2;7026;271;99053.86;-2.77;0.29;-0.61;0.82;1.25;-1.05;-4.99;21.59;57.28;-445.02;4.11,
Hindenburg 2;7532;272;99053.53;-2.77;0.29;-0.60;0.82;3.97;0.24;-6.38;22.49;58.18;-443.82;4.11,
Hindenburg 2;8037;273;99052.76;-2.77;0.29;-0.60;0.82;-0.29;8.31;0.60;22.79;58.78;-445.92;4.11,
Hindenburg 2;8543;274;99047.73;-2.77;0.29;-0.60;0.82;-0.03;9.68;0.49;22.19;57.28;-445.02;4.11,
Hindenburg 2;9048;275;99049.80;-2.77;0.29;-0.60;0.82;2.58;0.73;4.08;21.14;57.73;-446.37;4.11,
Hindenburg 2;9553;276;99049.84;-2.77;0.32;-0.61;0.84;2.85;2.60;9.16;22.34;58.63;-445.77;4.11,
Hindenburg 2;10059;277;99051.14;-2.77;0.29;-0.60;0.82;-2.23;4.08;7.37;22.04;57.73;-444.87;4.11,
Hindenburg 2;10564;278;99051.30;-2.77;0.29;-0.60;0.82;-2.79;3.19;3.18;21.59;57.88;-446.82;4.11,
Hindenburg 2;11070;279;99050.01;-2.72;0.29;-0.60;0.82;0.53;8.31;0.49;21.44;57.43;-444.87;4.11,
Hindenburg 2;11575;280;99049.84;-2.72;0.29;-0.60;0.82;1.18;-3.89;-3.10;22.04;58.33;-446.07;4.11,
Hindenburg 2;12081;281;99047.09;-2.72;0.29;-0.60;0.82;-2.32;0.05;-8.38;21.59;59.08;-445.02;4.11,
Hindenburg 2;12586;282;99048.86;-2.72;0.29;-0.60;0.82;2.58;4.67;-9.57;22.34;57.73;-444.27;4.11,
Hindenburg 2;13092;283;99052.89;-2.72;0.29;-0.60;0.81;-2.23;-1.73;0.00;21.89;57.28;-446.22;4.11,
